asin,authors,average_rating,book_url,description_html,genre,image_url,price,print_length,published_date,publisher,ratings_count,reviews_url,title
B088FTJWV8,KAMLESH SUTAR(Author), 4.2 ,https://www.amazon.in/Political-Chronicle-Ambition-Deception-Betrayal-ebook/dp/B088FTJWV8/ref=sr_1_145?qid=1694593491&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-145,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>A fly-on-the-wall account of the most thrilling 36 days in the history of Maharashtra politics.<br>The battle of Kurukshetra described in the Mahabharata lasted for 18 days.<br>In the aftermath of the 2019 Maharashtra assembly elections, another battle was fought—though not on any battlefield. It went on for 36 days.<br>Neither of these battles was a spontaneous attack. Rather, the seeds of both were sown over the years, and a broken promise tipped the scales in both cases.<br>The similarities don’t end there. As you encounter the dramatis personae of the 36-day political drama—or should we say pieces of the game of chess—you may find yourself drawing parallels between them and the cast and characters of the great Indian epic.<br>Embedded with tales of ambition, deception, trust and betrayal, 36 Days reads like a quintessential thriller. Only, it is for real…</span>  </div>",Politics & Government eBooks,, 212.80 ,233 pages,10 May 2020,Rupa Publications India,241 ratings,https://www.amazon.in/Political-Chronicle-Ambition-Deception-Betrayal-ebook/product-reviews/B088FTJWV8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  36 DAYS A Political Chronicle of Ambition, Deception, Trust and Betrayal "
B077S2XGYS,Dan  Frank(Author), 3.9 ,https://www.amazon.in/DIY-Slime-Recipes-Colorful-Relieving-ebook/dp/B077S2XGYS/ref=sr_1_160?qid=1694593494&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-160,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <h1><span>DIY Slime:</span></h1><span><br></span><h2><span>30 Recipes For Colorful Variety Of Stress Relieving Slimes</span></h2><span><br></span><p><span>Are you stressed on a regular basis, struggling with a heavy workload but not sure how best to handle it all? Do you find yourself biting your nails or constantly fidgeting in an effort to deal with everything going on round you?<br></span></p><span><br></span><p><span>You are not alone, modern life is hectic and extremely stressful. There are a variety of ways to deal with this stress and ignoring it or avoiding the situation is not an option.<br></span></p><span><br></span><p><span>You may consider slime to be a child’s toy and it can certainly be used as one. However there is something deeply satisfying about poking, prodding and stretching a piece of slime. It makes you feel better about life, releases endorphins into your system which calms your stress and distracts you from the situation for a moment. This allows you to appreciate it for what it really is in the grand scheme of things, not something that is worth getting stressed about in the first place!<br></span></p><span><br></span><p><span>You can purchase pots of slime but you can also make it yourself. In fact, as this book will demonstrate there are plenty of different recipes for you to try to find the slime which works best for you.<br></span></p><span><br></span><p><span>You can even try out your own recipes; once you have an understanding of how these work.<br></span></p><span><br></span><p><span>This book gives you 30 recipes ranging from the most basic to a range of options that do not have borax, or glue or even liquid starch. There is an option for everyone!<br></span></p><span><br><br></span><p><span class=""a-text-bold"">Download your E book ""DIY Slime: 30 Recipes For Colorful Variety Of Stress Relieving Slimes"" by scrolling up and clicking </span><span class=""a-text-bold a-text-italic"">""Buy Now with 1-Click"" button!</span></p><span class=""a-text-italic""><br></span>  </div>","Crafts, Hobbies & Home eBooks",, 193.00 ,49 pages,26 November 2017,,94 ratings,https://www.amazon.in/DIY-Slime-Recipes-Colorful-Relieving-ebook/product-reviews/B077S2XGYS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  DIY Slime: 30 Recipes For Colorful Variety Of Stress Relieving Slimes: (Fluffy Slimes, Glowing Slimes, No Borax Slimes, No Glue Slimes, Glitter Slimes) "
B07415PPP1,Sejal Badani(Author), 4.6 ,https://www.amazon.in/Storytellers-Secret-Novel-Sejal-Badani-ebook/dp/B07415PPP1/ref=sr_1_161?qid=1694593497&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-161,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <p><span class=""a-text-bold"">An Amazon Charts, </span><span class=""a-text-bold a-text-italic"">USA Today</span><span class=""a-text-bold"">, and </span><span class=""a-text-bold a-text-italic"">Washington Post</span><span class=""a-text-bold""> bestseller.</span></p><p><span class=""a-text-bold"">From the bestselling author of </span><span class=""a-text-bold a-text-italic"">Trail of Broken Wings</span><span class=""a-text-bold""> comes an epic story of the unrelenting force of love, the power of healing, and the invincible desire to dream.</span></p><p><span>Nothing prepares Jaya, a New York journalist, for the heartbreak of her third miscarriage and the slow unraveling of her marriage in its wake. Desperate to assuage her deep anguish, she decides to go to India to uncover answers to her family’s past.</span></p><p><span>Intoxicated by the sights, smells, and sounds she experiences, Jaya becomes an eager student of the culture. But it is Ravi—her grandmother’s former servant and trusted confidant—who reveals the resilience, struggles, secret love, and tragic fall of Jaya’s pioneering grandmother during the British occupation. Through her courageous grandmother’s arrestingly romantic and heart-wrenching story, Jaya discovers the legacy bequeathed to her and a strength that, until now, she never knew was possible.</span></p>  </div>",Historical Fiction,, 114.79 ,401 pages,1 September 2018,Lake Union Publishing,"81,008 ratings",https://www.amazon.in/Storytellers-Secret-Novel-Sejal-Badani-ebook/product-reviews/B07415PPP1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  The Storyteller's Secret: A Novel 
B096TYDZYT,Scott Allan(Author), 4.5 ,https://www.amazon.in/Hard-Things-First-Procrastination-Bulletproof-ebook/dp/B096TYDZYT/ref=sr_1_161?qid=1694593500&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-161,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <p><span class=""a-text-bold"">***NOW AVAILABLE WORLDWIDE IN 12 LANGUAGES***<br><br>Break the Procrastination Habit, Accelerate Your Productivity, and Take Control of Your Life NOW.</span></p><p><span class=""a-text-italic"">Are you living in chaos because you constantly put off critical tasks until the last minute? Do you feel disorganized both at home and at work? Do you experience feelings of anxiety, frustration, and helplessness with all your incomplete projects?</span></p><p><span>If so, it’s time to defeat the procrastination habit and rewire your habits for doing difficult work now.</span></p><p><span class=""a-text-bold"">“Reinvent Your Approach to Doing Difficult Work and Stop Delaying to Live Your Life.”</span></p><p><span>Bestselling author and personal development trainer Scott Allan, wants you to </span><span class=""a-text-bold"">defeat procrastination</span><span>, </span><span class=""a-text-bold"">eliminate negative self-talk</span><span> and </span><span class=""a-text-bold"">overcome lazy tendencies</span><span> to delay hard work. In this hands-on practical guide, you’ll learn Scott's step-by-step method to </span><span class=""a-text-bold"">break the procrastination habit</span><span> and </span><span class=""a-text-bold"">end self-sabotage.</span></p><p><span>In </span><span class=""a-text-italic"">Do the Hard Things First,</span><span> Scott Allan teaches you how to:</span></p><ul class=""a-unordered-list a-vertical""><li><span class=""a-list-item""><span class=""a-text-bold"">Control self-defeating distractions</span><span> and </span><span class=""a-text-bold"">manage Shiny Object Syndrome</span><span>.</span></span></li><li><span class=""a-list-item""><span>Identify </span><span class=""a-text-bold"">key constraints</span><span> holding you back and </span><span class=""a-text-bold"">take massive action</span><span> for optimal results.</span></span></li><li><span class=""a-list-item""><span>Avoid doing random tasks and </span><span class=""a-text-bold"">time block your critical work</span><span>.</span></span></li><li><span class=""a-list-item""><span>Identify </span><span class=""a-text-bold"">negative coping mechanisms</span><span> and develop a great </span><span class=""a-text-bold"">work ethic</span><span>.</span></span></li><li><span class=""a-list-item""><span>Implement daily exercises for </span><span class=""a-text-bold"">making better choices</span><span> and </span><span class=""a-text-bold"">building greater confidence</span><span> in decision-making.</span></span></li><li><span class=""a-list-item""><span class=""a-text-bold"">Structure your priorities</span><span> by single-focusing on what matters most</span></span></li><li><span class=""a-list-item""><span class=""a-text-bold"">Train your brain</span><span> to </span><span class=""a-text-bold"">master attention</span><span> by interrupting sudden impulse snaps</span></span></li><li><span class=""a-list-item""><span class=""a-text-bold"">Take responsibility</span><span> for your life and </span><span class=""a-text-bold"">forgive yourself</span><span> for procrastination behavior</span></span></li></ul><p><span><br>Do the Hard Things First</span><span>is structured to </span><span class=""a-text-bold"">save time</span><span>, </span><span class=""a-text-bold"">increase mental energy</span><span>, and teach you to </span><span class=""a-text-bold"">think confidently</span><span> by removing the fear of doing what scares you. You’ll learn how to focus in on your #1 tasks for the day, eliminate overwhelm, and become the best version of yourself in both your work and daily life.</span></p><p><span>It’s Time for a Change. It’s time to start winning instead of losing to the battle that has consumed your life—the battle against procrastination. From today, </span><span class=""a-text-bold"">stop being mean to yourself</span><span>, develop </span><span class=""a-text-bold"">superior discipline and self-control</span><span>, and do whatever it takes to </span><span class=""a-text-bold"">eliminate the stress and anxiety</span><span> procrastination creates.<br><br></span><span class=""a-text-bold"">“Today, Not Tomorrow. Do It Now, Not Later.”</span></p>  </div>","Health, Family & Personal Development",, 234.00 ,236 pages,14 June 2021,,503 ratings,https://www.amazon.in/Hard-Things-First-Procrastination-Bulletproof-ebook/product-reviews/B096TYDZYT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Do the Hard Things First: How to Win Over Procrastination and Master the Habit of Doing Difficult Work (Do the Hard Things First Series Book 1) 
B07B29GPTF,Brian Tracy(Author), 4.4 ,https://www.amazon.in/Time-Management-Brian-Tracy-ebook/dp/B07B29GPTF/ref=sr_1_162?qid=1694593500&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-162,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Powerful, practical and pocket-sized, THE BRIAN TRACY SUCCESS LIBRARY is a fourteen-volume series of portable, hardbound books that interweave nuggets of Tracy’s trademark wisdom with engaging real-life examples and practical tools, tactics and strategies for learning and honing basic business skills. This is a powerful, handy, reference series for managers, professionals, employees—just about anyone who wants a quick, easy, reliable and effective overview of and insights into aspects critical to business.<br><br>More than any other practice in your career, your ability to manage time will determine your success or failure. It’s a simple equation. The better you use your time, the more you will accomplish, and the greater your rewards will be. In this pocket-sized guide, business expert Brian Tracy’s trademark wisdom will help you get more done, in less time…and with much less stress, through 21 proven time management techniques you can use immediately to gain two or more productive hours every day.</span>  </div>","Health, Family & Personal Development",, 156.94 ,113 pages,24 February 2018,Manjul Publishing House,"1,001 ratings",https://www.amazon.in/Time-Management-Brian-Tracy-ebook/product-reviews/B07B29GPTF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Time Management 
B0BH2LBY9K,Ganesh Venkataraman(Author), 3.8 ,https://www.amazon.in/Buy-Sell-Repeat-Experiment-Options-ebook/dp/B0BH2LBY9K/ref=sr_1_160?qid=1694593500&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-160,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Option trading with Nifty and BankNifty are quite popular in India. With long and short, one can mix and match different option contracts to create strategies. A great research by </span><span class=""a-text-italic"">Mr Pramod Kumar</span><span> in his book </span><span class=""a-text-italic"">Profit from Nifty Options </span><span>proves how one can make profit from simply buying Call Options every month and keep it until the expiry date. This books takes a leaf from his research and extends it with Weekly Options.<br><br>In addition to that, the research covers an hedging strategy with an short call to see whether there are any advantages. Both the strategies are run during mixed market conditions for Nifty and the results are tabulated. Taking Nifty's returns as the baseline, this book analyses the performances of the strategies discussed.<br><br>As much as 170 weekly expiries are analysed through a custom software written by me. The results are encouraging for Option Traders in India. The narration is very simple enough to follow and the strategies can be rolled out readily even by beginners.</span>  </div>","Health, Family & Personal Development",, 149.00 ,58 pages,1 October 2022,,38 ratings,https://www.amazon.in/Buy-Sell-Repeat-Experiment-Options-ebook/product-reviews/B0BH2LBY9K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  Buy, Sell, Repeat: An Experiment with Buying Nifty Options for Making Real Money "
B0B57FMJHG,Rajat Gajbhiye(Author), 4.3 ,https://www.amazon.in/30-Day-Guided-Weight-Loss-Program-ebook/dp/B0B57FMJHG/ref=sr_1_159?qid=1694593500&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-159,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold"">Mr. Anil weighed 246 pounds.</span><span> He was a member at the gym where I was a fitness trainer. Even after coming to the gym consistently for an entire year, he only lost 8 pounds. It was his last day in the gym. We were in the locker room, and he told me the entire story of why he joined the gym and what he wanted to achieve. At the end he said, ""I won't go to the gym for the rest of my life."" His frustration and disappointment were evident. I felt that this man was genuine and needed to be helped. I asked him, ""Mr. Anil, will you be happy if you lose 20 pounds in a month?""<br>""I will do anything to get a result that fast,"" he said.<br>To be honest, I had no idea why I said what I said. As a fitness trainer, I had never done anything like that before.<br>Using my experience and knowledge, I designed a 30-day weight loss program for Mr. Anil. He followed the program and worked really hard for the next 30 days. The result we got at the end of the program was shocking. Our goal was to lose 20 pounds, but Mr. Anil lost 32 pounds in just 30 days. He became a bit emotional and tried his best to control the tears, but his eyes reflected the truth inside.<br>Even though Mr. Anil’s result was quite shocking, there were some shortcomings in the program. I gradually worked on them and made this program the best “30-Day Guided Weight Loss Program” in the world. I use the same program for every client. At the moment when I am writing this book, I am working with my 526th client.<br><br></span><span class=""a-text-bold"">Please read the following before purchasing this book.</span><span><br>You can lose over 30 pounds in a month. Yes, it is possible. But have you ever realized how much effort you need to put in to get that result? If your answer is – A LOT, then that’s the wrong answer. The correct answer is 10 TIMES A LOT (10 x A LOT). It will be much harder than you are thinking right now.<br>If you say you'll work on losing weight but not too hard, I'm sorry to say this program is not for you. You will be wasting your money if you buy this book. Because I have seen more than 500 of my clients go through pain, hunger, and sweat every day for 30 days. Let me make myself very clear; you will not achieve that good result in such a short period without hard work and dedication. And if you have prepared yourself mentally to work really hard to shed that extra fat that has been lying with you for so long, then I heartily welcome you to this most amazing </span><span class=""a-text-bold"">""30-Day Guided Weight Loss Program.""</span>  </div>","Health, Family & Personal Development",, 99.00 ,81 pages,26 June 2022,,17 ratings,https://www.amazon.in/30-Day-Guided-Weight-Loss-Program-ebook/product-reviews/B0B57FMJHG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  30-Day Guided Weight Loss Program: Optimum Combination of Intermittent Fasting, Dieting, Running and Skipping "
B01NBEFUH7,Charles Darwin(Author), 4.2 ,https://www.amazon.in/Voyage-Beagle-Charles-Darwin-ebook/dp/B01NBEFUH7/ref=sr_1_149_sspa?qid=1694593485&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-149-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl&psc=1,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <p><span class=""a-text-bold"">The Voyage of the Beagle</span><span> by </span><span class=""a-text-bold"">Charles Darwin</span><span>: In this travelogue and scientific study, Darwin recounts his famous expedition aboard the HMS Beagle to South America and the Pacific. With detailed descriptions of the flora, fauna, and geology of the regions he visited, Darwin lays the groundwork for his revolutionary theories of evolution and natural selection.</span></p><p><span class=""a-text-bold"">Key Aspects of the Book ""The Voyage of the Beagle"":</span><span><br> </span><span class=""a-text-bold"">Travelogue:</span><span> Darwin's book is a richly detailed record of his travels aboard the HMS Beagle, providing a vivid and immersive portrait of the places and people he encountered.<br> </span><span class=""a-text-bold"">Scientific Study:</span><span> The book also includes detailed observations and analysis of the flora, fauna, and geology of the regions Darwin visited, laying the groundwork for his later theories on evolution and natural selection.<br> </span><span class=""a-text-bold"">Historical Significance:</span><span> The book is a landmark in the history of science and exploration, and its influence can still be felt in the fields of biology and earth science today.</span></p><p><span class=""a-text-bold"">Charles Darwin</span><span> was an English naturalist and geologist known for his groundbreaking theories on evolution and natural selection. Born in 1809, he traveled widely in his youth, including his famous journey aboard the HMS Beagle. His works, including </span><span class=""a-text-bold"">The Voyage of the Beagle</span><span> and </span><span class=""a-text-italic"">On the Origin of Species</span><span>, continue to be foundational texts in the fields of natural history and evolutionary biology.</span></p>  </div>","Fantasy, Science Fiction & Horror",, 51.45 ,,5 November 2019,Prabhat Prakashan,452 ratings,https://www.amazon.in/Voyage-Beagle-Charles-Darwin-ebook/product-reviews/B01NBEFUH7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  The Voyage of the Beagle: Charles Darwin's Pioneering Journey of Scientific Discovery 
B0711Z7ZMH,Mukesh  Kumar(Author), 4.1 ,https://www.amazon.in/IAS-CRACK-CODE-MUKESH-KUMAR-ebook/dp/B0711Z7ZMH/ref=sr_1_160?qid=1694593505&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-160,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>This exam is not for people who believe in shortcuts; who are impatient and who are casual. It is in need of such people; who believe in rigorous study. Only the candidates who are thoroughly organized; disciplined and determined can taste its success – ultimately the country needs officers complete with these qualities. If those candidates who have a profusion of the aforesaid qualities get the right guidance; then they can definitely crack the IAS. This book has been prepared for such deserving and appropriate candidates. We are not just hopeful; but have complete faith that this book will definitely work as a useful guidance in making the honest and strong willed candidates as IAS.</span>  </div>",Reference,, 141.75 ,153 pages,31 May 2017,Prabhat Prakashan,36 ratings,https://www.amazon.in/IAS-CRACK-CODE-MUKESH-KUMAR-ebook/product-reviews/B0711Z7ZMH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  IAS CRACK CODE 
B00O9ZF4GW,Paul Stoner(Author), 3.4 ,https://www.amazon.in/DARK-ENERGY-Universe-universe-holographic-ebook/dp/B00O9ZF4GW/ref=sr_1_161?qid=1694593508&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-161,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>A Dutch astronomer, Jan Hendrik Oort discovered dark matter in the year 1932. He has been called one of the century’s foremost explorers of the universe by the New York Times obituary. His ground breaking discoveries indicated to us that there is much more out there in our solar system than we knew about. <br><br>Jan described dark matter to be the cause of the gravitational pull which pulls and keeps all the galaxies together. It was also thought that this gravity would slow the expansion of the universe as time went on. In 1998 however the Hubble Space Telescope made another discovery about the expansion of the universe. It had not been slowed down despite the presence of gravity. The expansion was occurring even faster than what it had been before. <br><br>Some mysterious thing was responsible for this expansion. It was given the name of </span><span class=""a-text-bold"">dark energy</span><span>. Dark energy can be described to be the property of space. Einstein discovered that it is possible for more space to come into being. <br><br>Planck which is a more sensitive satellite orbiting in the sky has made a thrilling new discovery lately. It was launched in 2009. It has managed to map the cosmic microwave background allowing scientists to look at remnants of light about 370,000 years after the occurrence of the big bang. Light has been thought to be trapped in some hot plasma which cooled. This caused the light to be set free from it. <br><br>There are tiny imprints representing quantum fluctuations which occurred after the birth of the universe. It is this substance from which the all the matter which formed the stars and the galaxies came from. <br><br>Planck is a more sensitive satellite with a higher resolution capability. Light patterns even one twelfth of a degree can be measured on the sky. <br><br>The version of Einstein theory containing the cosmological constant states that empty space has its own energy. This energy will not be diluted even as the space expands. This property of space can cause the expansion of the universe to become faster. <br><br>Space is also thought to get its energy from virtual particles which would appear and disappear. The calculation of energy however was not possible to calculate with enough accuracy. <br><br></span><span class=""a-text-bold"">Would You Like To Know More?</span><span><br><br></span><span class=""a-text-bold"">Buy Now for the Price of a Coffee!</span>  </div>","Sciences, Technology & Medicine",, 217.12 ,22 pages,7 October 2014,,70 ratings,https://www.amazon.in/DARK-ENERGY-Universe-universe-holographic-ebook/product-reviews/B00O9ZF4GW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  DARK ENERGY: The Biggest Mystery In The Universe (dark matter, how the universe works, holographic universe, quantum physics) (black holes, parallel universe, the string theory) "
B08KFBRCNH,"Malini Saigal(Author), ,Reena Ittyerah Puri(Editor)", 4.5 ,https://www.amazon.in/Mahadeva-Stories-Shiva-Purana-Part-ebook/dp/B08KFBRCNH/ref=sr_1_176?qid=1694593512&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-176,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Jyotirlinga means the all-pervading light. Spread across the length and breadth of India the 12 Jyotirlingas form the highest points of pilgrimage for any devotee of Shiva. Mahadeva Part IV tells the stories of how each of these jyotirlingas came to be and how they reiterate the value of dharma or the right way of living.</span>  </div>",Comics & Graphic Novels,, 135.45 ,,10 October 2020,Amar Chitra Katha,44 ratings,https://www.amazon.in/Mahadeva-Stories-Shiva-Purana-Part-ebook/product-reviews/B08KFBRCNH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Mahadeva: Stories from the Shiva Purana (Part IV) 
B09YRCNQHB,Edwin Lefevre(Author), 4.4 ,https://www.amazon.in/Reminiscences-Stock-Operator-Edwin-Lefevre-ebook/dp/B09YRCNQHB/ref=sr_1_175?qid=1694593513&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-175,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Reminiscences of a Stock Operator is a fictitious account of Jesse Livermore's trading career. It chronicles his life from the time he was 15 years old and made his first $1,000 to becoming a Wall Street superstar. See how he learned the ropes of trading the hard way by losing everything and then making it back. Readers are still benefiting greatly from Livermore's experience decades after it was first published.These chapters include lengthy statements from Livermore and are based on a series of interviews conducted by leading financial writer Richard D. Wyckoff. He talks about how to figure out what stocks to buy and when, as well as the psychology of trading and how to get started.</span>  </div>",Business & Investing eBooks,, 42.57 ,324 pages,22 April 2022,SAS Books,"3,762 ratings",https://www.amazon.in/Reminiscences-Stock-Operator-Edwin-Lefevre-ebook/product-reviews/B09YRCNQHB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Reminiscences of a Stock Operator 
B01F8P8S3W,Dr. Anil Chaturvedi(Author), 3.6 ,https://www.amazon.in/101-Weight-Loss-Tips-Strategies-ebook/dp/B01F8P8S3W/ref=sr_1_145_sspa?qid=1694593500&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-145-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl&psc=1,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <h3><span class=""a-text-bold"">“If eating less is a punishment; eating more is surely a crime.”Dr. Anil Chaturvedi has succinctly put his thoughts in these words. One is constantly warned that excess of everything is bad: especially eating. Since the last 10-15 years; the lifestyle of people has changed drastically. It is fraught with mental tension and sedentary life; which completely rules out time for physical exercise or any physical activity that could help burn calories and mitigate health problems.The author of this book has penned down; after great research; some measures which can reduce fat and help one maintain good health. In addition; he has explained in detail the causes and resultant effects of obesity. These have been carried out based on various components of health. He has given information regarding BMI; proteins; carbohydrates; caloric value of food and how to calculate them. Besides this; he has given schedule of controlled diets also.A practical handbook for losing weight and be healthy.</span></h3>  </div>","Health, Family & Personal Development",, 114.00 ,242 pages,1 January 2016,Prabhat Prakashan,29 ratings,https://www.amazon.in/101-Weight-Loss-Tips-Strategies-ebook/product-reviews/B01F8P8S3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  101 Weight Loss Tips: Get Fit And Active: Practical Strategies for Losing Weight and Living Healthier 
B07875ZJJS,ANANT PAI(Author), 4.6 ,https://www.amazon.in/Tinkle-Digest-21-ANANT-PAI-ebook/dp/B07875ZJJS/ref=sr_1_180?qid=1694593513&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-180,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>• Pratap and Bablu are out for a picnic. But what they hoped would be just another fun day, soon turns into an adventure of a lifetime! Read this nail-biting story in The Boy on the Bridge<br>• The great chief believes he is the greatest of them all, but a wise old lady is bent on proving him wrong. Meet the person who is greater than the great chief in Why the Baby Says Goo Goo.<br>• You own the tree, you own its shadow. Sounds absurd? Not to Popatlal! Will miserly Popatlal be brought to order? Find out in Shadow Play.<br>• On one hand Sethji and his wife are very angry about people pasting posters on their wall. On the other hand, Suresh’s friends dare him to paint Sethji’s house. Find out what awaits Suresh in Welcome Move.</span>  </div>",Humour,, 55.65 ,98 pages,1 September 1993,Amar Chitra Katha Pvt Ltd,64 ratings,https://www.amazon.in/Tinkle-Digest-21-ANANT-PAI-ebook/product-reviews/B07875ZJJS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Tinkle Digest 21 
B07PWXD5XK,P.G. Van(Author), 4.0 ,https://www.amazon.in/Tied-You-Billionaire-P-G-Van-ebook/dp/B07PWXD5XK/ref=sr_1_178?qid=1694593516&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-178,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold a-text-italic"">She never expected to be kidnapped in broad daylight and held against her will.</span><span> Deepika Varma is a fashion designer who is better known as </span><span class=""a-text-bold"">DeeVa</span><span> and well known for her women's designer clothing line. She is shocked at how easily she was taken away from her life and held captive.<br><br>What was even more shocking was that her captor is a well-known business magnate, </span><span class=""a-text-bold"">Rudra Shanghi</span><span>. What could one of the most successful CEOs in the country want from her? Why is he convinced she has the answers to all his questions?<br><br></span><span class=""a-text-bold"">Tied To You</span><span> is a stand-alone, passionate romance with a happy ending.</span>  </div>","Health, Family & Personal Development",, 155.00 ,227 pages,12 April 2019,,562 ratings,https://www.amazon.in/Tied-You-Billionaire-P-G-Van-ebook/product-reviews/B07PWXD5XK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Tied to You: A Fashion Designer and An Indian Billionaire Romance 
